name,year,buy_price,sell_price,km_driven,fuel,seller_type,transmission,owner
Hyundai i10 Magna,2008,174855.0149,195000,56000,Petrol,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2007,111500.7705,130000,98000,Diesel,Individual,Manual,Second Owner
Toyota Etios VD,2011,265293.1878,300000,135000,Diesel,Individual,Manual,Second Owner
Maruti Alto VXi,2002,107846.2642,120000,60000,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 G3,2010,392236.0185,450000,120000,Diesel,Individual,Manual,Third Owner
Tata Indigo LS,2010,129529.343,160000,102000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2018,645887.5751,800000,35000,Diesel,Individual,Manual,First Owner
Maruti 800 AC,2013,89014.11256,100000,80000,Petrol,Individual,Manual,First Owner
Volkswagen Polo GTI,2017,725468.6956,825000,13599,Petrol,Dealer,Automatic,First Owner
Maruti Alto 800 LXI,2015,227576.9662,265000,32933,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI,2008,150517.8545,175000,54551,Petrol,Dealer,Manual,First Owner
Maruti Omni 8 Seater BSIV,2014,205894.7971,250999,57112,Petrol,Dealer,Manual,First Owner
Hyundai Xcent 1.2 VTVT S AT,2015,386363.0788,471000,41025,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire LDI,2019,523269.2349,650000,5000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2019,574061.8339,650000,5000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna,2012,202181.523,225000,53122,Petrol,Dealer,Manual,Second Owner
Maruti Alto 800 LXI CNG,2013,219825.4754,245000,64111,CNG,Dealer,Manual,First Owner
Maruti Ritz LXi,2011,181479.9117,221000,78892,Petrol,Dealer,Manual,First Owner
Hyundai i20 1.2 Asta,2011,228728.8787,271000,74113,Petrol,Dealer,Manual,First Owner
Maruti Wagon R VXI,2012,235620.3469,290000,80000,Petrol,Dealer,Manual,First Owner
Maruti Swift VXi BSIV,2017,435476.6511,525000,39000,Petrol,Dealer,Manual,First Owner
Volkswagen Vento 1.6 Highline,2012,313520.0172,377000,84775,Petrol,Dealer,Manual,First Owner
Tata Nano LX SE,2012,76244.56662,95000,20778,Petrol,Dealer,Manual,First Owner
Maruti Ertiga VDI,2015,634728.1479,763000,64441,Diesel,Dealer,Manual,First Owner
Honda Amaze S i-Vtech,2015,400350.1222,450000,43192,Petrol,Dealer,Manual,First Owner
Tata Nano Twist XE,2014,116909.0044,140000,44416,Petrol,Dealer,Manual,First Owner
Maruti Ciaz VDi Plus SHVS,2016,597395.1978,701000,79991,Diesel,Dealer,Manual,First Owner
Nissan Micra Diesel XV,2011,228647.6081,277000,62601,Diesel,Dealer,Manual,Second Owner
Maruti Baleno Delta Automatic,2018,427069.5968,520000,50000,Petrol,Individual,Automatic,First Owner
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,476841.3948,550000,100000,Diesel,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2011,226009.6888,260000,97000,Diesel,Individual,Manual,Third Owner
Renault Pulse RxZ,2015,356802.238,420000,100000,Diesel,Individual,Manual,First Owner
OpelCorsa 1.4 GL,2002,28986.03823,35000,100000,Petrol,Individual,Manual,Third Owner
Mahindra XUV500 W7 BSIV,2018,1013922.579,1150000,20000,Diesel,Individual,Manual,First Owner
Maruti Ciaz 1.4 Zeta,2017,605083.2417,680000,46000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,373705.7426,425000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2014,372674.8967,450000,70000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008,500621.2399,590000,89600,Diesel,Individual,Manual,Third Owner
Volkswagen Jetta 1.4 TSI Comfortline,2017,823463.3427,936999,60800,Petrol,Individual,Manual,First Owner
Honda Mobilio S i DTEC,2015,340067.6006,420000,104000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,2014,401821.5644,450000,80000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2004,33527.85704,40000,69111,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,448442.3141,520000,70000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2007,69602.43186,80000,120000,Petrol,Individual,Manual,First Owner
Tata Nano CX,2014,44627.73353,55000,40000,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI DX 7 Seater,2001,65663.38847,80000,100000,Diesel,Individual,Manual,Third Owner
Maruti Alto 800 LXI,2019,176208.6145,210000,20000,Petrol,Individual,Manual,First Owner
Ford Figo Petrol Titanium,2015,247934.868,300000,50000,Petrol,Individual,Manual,Second Owner
Tata Tiago 1.05 Revotorq XM,2017,227010.2549,260000,50000,Diesel,Individual,Manual,First Owner
Tata Zest Quadrajet 1.3,2016,206869.9953,250000,70000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2008,64876.65978,80000,90000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010,400288.811,450000,150000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,259497.4285,310000,120000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater,2012,423650.3088,500000,100000,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2016,661599.1339,800000,70000,Diesel,Individual,Manual,Second Owner
Hyundai Creta 1.6 CRDi SX,2016,686801.0523,840000,70000,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Vtech,2016,414169.6997,490000,50000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.4 TDI,2010,108929.5777,125000,81000,Diesel,Individual,Manual,Second Owner
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,352009.5137,400000,120000,Diesel,Individual,Manual,Third Owner
Chevrolet Cruze LTZ,2015,857302.3459,1000000,3600,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,438258.8564,530000,14272,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,685983.6344,840000,49213,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.1L,2015,198731.4124,229999,40000,Petrol,Individual,Manual,First Owner
Maruti 800 Std,1998,33112.76699,40000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Spark 1.0 LS,2012,113268.175,130000,80000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2015,173321.0562,200000,70000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2011,105027.3963,120000,70000,Diesel,Individual,Manual,First Owner
Hyundai Santro LP zipPlus,2003,61467.75564,75000,57000,Petrol,Individual,Manual,First Owner
Tata Bolt Quadrajet XE,2016,221591.3555,250000,120000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSIII,2005,84685.91763,100000,30000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2013,229494.9031,280000,3240,Petrol,Individual,Manual,Second Owner
Hyundai i20 Magna 1.2,2015,485400.7832,540000,5000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.2 Asta,2018,566999.9665,700000,10000,Petrol,Individual,Manual,First Owner
Ford Figo Petrol EXI,2014,287483.1264,350000,90000,Petrol,Individual,Manual,Second Owner
Maruti SX4 VDI,2011,273615.9423,320000,100000,Diesel,Individual,Manual,First Owner
Honda Amaze S i-DTEC,2016,390459.3848,475000,90000,Diesel,Individual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2011,191086.8218,220000,140000,Diesel,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2013,169313.7834,210000,13770,Diesel,Individual,Manual,First Owner
Ford Ikon 1.3 Flair,2005,54801.38139,61000,4637,Petrol,Individual,Manual,Second Owner
Skoda Superb Elegance 2.0 TDI CR AT,2009,316581.9229,355000,100000,Diesel,Individual,Automatic,Second Owner
Chevrolet Beat Diesel LT,2012,128848.1044,150000,60000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2011,110494.1403,133000,80000,Diesel,Individual,Manual,First Owner
Chevrolet Cruze LTZ AT,2015,584555.3181,650000,50000,Diesel,Individual,Automatic,First Owner
Nissan Micra XL,2014,177094.9929,210000,40000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2013,112933.2879,130000,93900,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2007,48398.19262,60000,70000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,101924.3355,120000,120000,Diesel,Individual,Manual,Third Owner
BMW 5 Series 520d Luxury Line,2017,2447559.38,2900000,40000,Diesel,Individual,Automatic,First Owner
Hyundai Accent CRDi,2005,88560.96189,100000,120000,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004,63201.87886,79000,80000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2012,102941.2188,120000,110000,Diesel,Individual,Manual,First Owner
Maruti Zen LXi - BS III,2005,101120.9071,125000,34000,Petrol,Dealer,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 8,2013,351540.1291,425000,20000,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,2001,56346.23645,70000,117000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI,2020,538495.7004,619000,1500,Petrol,Individual,Manual,First Owner
Nissan Micra XL,2017,358928.9261,415000,48965,Petrol,Dealer,Manual,First Owner
Hyundai EON Era Plus Option,2014,237365.9834,265000,55000,Petrol,Dealer,Manual,First Owner
Tata Indica GLS BS IV,2008,61511.84581,70000,60000,Petrol,Individual,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi,2015,252730.344,281000,40000,Diesel,Individual,Manual,First Owner
Tata Indigo Grand Dicor,2013,183003.9586,211000,80000,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Petrol Magna Exective,2018,452887.3736,550000,11000,Petrol,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,2014,295166.3578,350000,110000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI AMT,2017,356502.8272,420000,19890,Petrol,Dealer,Automatic,First Owner
Renault KWID RXT,2015,228550.9509,270000,20969,Petrol,Dealer,Manual,First Owner
Maruti Celerio VXI,2016,321317.8912,399000,20194,Petrol,Dealer,Manual,First Owner
Ford Figo Trend,2016,354705.4889,440000,34982,Petrol,Dealer,Manual,First Owner
Hyundai EON Magna,2012,206309.1877,250000,44588,Petrol,Dealer,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2016,524861.28,650000,57904,Diesel,Dealer,Manual,First Owner
Maruti Alto K10 VXI,2015,225754.0739,270000,59258,Petrol,Dealer,Manual,First Owner
Ford Figo Trend,2016,322628.3275,390000,60826,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W10 2WD,2018,1345698.264,1500000,50000,Diesel,Individual,Manual,First Owner
Maruti 800 AC,2014,181753.7986,225000,35000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2015,743920.9074,900000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,1431509.077,1600000,40000,Diesel,Individual,Automatic,First Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,655147.7514,800000,10000,Petrol,Individual,Manual,First Owner
Honda Amaze E i-Dtech,2013,282329.1807,320000,50000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,254484.589,300000,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.2 Asta Dual Tone,2018,635294.7735,740000,25000,Petrol,Individual,Manual,First Owner
Datsun RediGO SV 1.0,2019,299542.672,350000,1300,Petrol,Individual,Manual,First Owner
Datsun GO T BSIV,2014,238144.4158,280000,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire AMT VDI,2018,604752.1655,675000,50000,Diesel,Individual,Automatic,First Owner
Hyundai i10 Era 1.1 iTech SE,2011,256188.6318,300000,20000,Petrol,Individual,Manual,First Owner
Chevrolet Captiva 2.0L VCDi,2011,344791.8335,400000,76000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio VLX 2WD BSIV,2010,370733.4965,420000,100000,Diesel,Individual,Manual,Third Owner
Tata New Safari 3L Dicor LX 4x2,2008,249245.7341,300000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2010,147716.1979,170000,70000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2014,173563.5178,210000,70000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,2015,486925.077,600000,60000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014,221037.6216,260000,38000,Petrol,Individual,Manual,Second Owner
Tata Nano Twist XT,2015,69055.51461,82000,19000,Petrol,Individual,Manual,First Owner
Mahindra TUV 300 T8,2016,597157.3095,690000,75000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Asta,2015,258007.0658,300000,70000,Diesel,Individual,Manual,First Owner
Honda BRV i-DTEC V MT,2017,1068455.884,1250000,30000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 EX,2017,716811.5517,799000,31707,Diesel,Individual,Manual,First Owner
Toyota Fortuner 3.0 Diesel,2010,839577.9286,1000000,180000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,170909.8715,190000,90000,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2014,224492.0967,250000,30000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 i ABS,2009,164383.0231,200000,60000,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI,2005,267003.8144,300000,90000,Diesel,Individual,Manual,Second Owner
Tata Zest Revotron 1.2T XMS,2015,222346.3015,250000,120000,Petrol,Individual,Manual,Second Owner
Maruti 800 AC,2008,79074.27995,90000,70000,Petrol,Individual,Manual,Third Owner
Hyundai Santro LE zipPlus,2001,58490.09192,68000,70000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,423311.8796,500000,26500,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX,2017,738752.727,900000,50000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2007,87329.11578,100000,52000,Petrol,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2016,579151.024,700000,160000,Diesel,Individual,Manual,First Owner
Volvo XC60 D3 Kinetic,2012,1540859.566,1750000,115992,Diesel,Dealer,Automatic,Third Owner
Maruti Wagon R VXI Optional,2017,250385.0386,290000,110000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,862157.6604,1050000,97000,Diesel,Individual,Manual,Second Owner
Tata Indigo LX Dicor,2008,57192.62647,70000,100000,Diesel,Individual,Manual,Third Owner
Maruti Swift ZDi BSIV,2016,449987.1793,520000,41000,Diesel,Individual,Manual,First Owner
Tata Indigo LS,2012,122930.7096,150000,90000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.1,2008,97063.67277,120000,90000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.2,2016,509959.2132,600000,25000,Petrol,Individual,Manual,First Owner
Tata Xenon XT EX 4X4,2010,125843.6399,150000,70000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Petrol Highline,2011,334647.3653,400000,60000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2015,277015.2615,310000,30000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Alpha 1.2,2015,455633.9931,550000,30000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,464055.3721,550000,60000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2013,263486.6483,320000,73000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,1992,44645.13163,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 1.2 Kappa Asta,2018,446263.2794,500000,32000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2018,308219.8163,360000,26500,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017,610467.8351,700000,50000,Diesel,Individual,Manual,Second Owner
Maruti Ertiga VDI,2012,608687.5204,700000,110000,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 Sportz,2017,565273.6165,655000,84000,Diesel,Dealer,Manual,First Owner
Maruti Vitara Brezza VDi Option,2017,601812.6477,700000,50000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LT LPG,2011,164646.5753,200000,110000,LPG,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2012,319185.9813,375000,150000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2012,415706.969,470000,109052,Diesel,Dealer,Manual,First Owner
Maruti Ciaz VDi,2015,475924.9088,550000,90658,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-DTEC,2014,435941.735,500000,110000,Diesel,Individual,Manual,Second Owner
Datsun GO T Option BSIV,2015,182617.6979,210000,25000,Petrol,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,2018,225729.5059,270000,20000,Petrol,Individual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010,257387.1198,300000,80000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2007,70117.95106,80000,60000,Petrol,Individual,Manual,Third Owner
Mercedes-Benz E-Class E250 Edition E,2013,1222491.065,1451000,81000,Diesel,Dealer,Automatic,First Owner
Tata Safari Storme VX Varicor 400,2018,885382.8761,1085000,15000,Diesel,Individual,Manual,First Owner
Hyundai Verna SX AT Diesel,2009,206137.6093,245000,75000,Diesel,Dealer,Automatic,First Owner
Honda WR-V i-VTEC VX,2017,588921.0554,700000,25552,Petrol,Dealer,Manual,Second Owner
Hyundai EON Magna Plus,2018,244111.6003,300000,20000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2017,293939.4122,350000,80000,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2017,554455.0101,635000,25000,Petrol,Dealer,Automatic,First Owner
Honda City S,2012,276204.0077,325000,40700,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 1.99 mHawk,2017,983514.9645,1150000,65500,Diesel,Dealer,Automatic,First Owner
Tata Indigo GLE BSIII,2008,95774.25264,110000,42000,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V MT,2018,789735.5106,890000,8000,Petrol,Dealer,Manual,First Owner
Maruti Swift 1.3 LXI,2007,59446.45373,73000,80000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat PS,2014,145979.9462,170000,77000,Petrol,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,2016,647442.4529,750000,6000,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,2017,245960.6702,280000,28838,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2018,583077.9481,690000,11174,Petrol,Dealer,Manual,First Owner
Tata Indigo GLS,2008,106810.1186,130000,120000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 LXI,2007,63127.47126,73000,80000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2007,71265.57955,85000,85000,Petrol,Individual,Manual,Second Owner
Hyundai Elantra 2.0 SX AT,2018,1300954.181,1575000,10000,Petrol,Individual,Automatic,First Owner
Nissan Sunny Diesel XV,2013,281109.4165,325000,105000,Diesel,Individual,Manual,First Owner
Honda City 1.3 EXI,1998,73729.19269,85000,120000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 CRDI SX Option,2018,747964.623,860000,30000,Diesel,Dealer,Manual,Second Owner
Maruti S-Cross Sigma DDiS 200 SH,2017,592187.1877,690000,41000,Diesel,Individual,Manual,First Owner
Hyundai Elantra CRDi S,2013,554280.9312,650000,54000,Diesel,Dealer,Manual,First Owner
Chevrolet Sail LS ABS,2014,327021.5429,375000,40000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2013,469772.7107,525000,71000,Diesel,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2016,284078.9452,330000,72500,Petrol,Dealer,Manual,First Owner
Maruti Eeco Smiles 5 Seater AC,2013,237025.7467,280000,76600,Petrol,Dealer,Manual,First Owner
Maruti Swift ZXI,2014,403498.1357,470000,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2011,313880.8753,350000,110000,Diesel,Individual,Manual,First Owner
Honda City 1.5 V Elegance,2012,419209.8165,480000,63000,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,2016,519955.5513,620000,60000,Diesel,Individual,Manual,First Owner
Datsun GO T BSIV,2014,201429.2651,250000,58000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0,2010,68000.33729,78692,80000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,2012,302416.7973,350000,80000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2013,204973.3879,250000,70000,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,2011,231399.4562,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
Honda Mobilio S i DTEC,2016,571770.1853,640000,36000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2008,179262.59,220000,90000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015,410458.3299,465000,130000,Diesel,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2010,188058.6799,229999,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2018,358345.5719,425000,15000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008,77655.54598,95000,120000,Petrol,Individual,Manual,Third Owner
Hyundai EON LPG Magna Plus,2012,148540.0642,170000,170000,LPG,Individual,Manual,Third Owner
Datsun RediGO T Option,2016,186785.3178,229999,37500,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,1999,37913.54371,45000,50000,Petrol,Individual,Manual,Third Owner
Maruti Grand Vitara MT,2007,410840.614,479000,145000,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016,305655.9105,370000,60000,Petrol,Individual,Manual,First Owner
Hyundai EON Sportz,2016,298112.3877,340000,30000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire ZXI,2016,525155.1013,620000,35000,Petrol,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 EX,2012,217841.3229,270000,60000,Diesel,Individual,Manual,First Owner
Tata Tiago 1.05 Revotorq XZ Plus,2018,356194.318,400000,35000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,2015,218176.5879,260000,40000,Petrol,Individual,Manual,First Owner
Hyundai Santro LE zipPlus,2003,41716.81532,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
Tata Nano Twist XE,2015,82726.58236,100000,23800,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2015,429558.7993,490000,70000,Diesel,Individual,Manual,First Owner
Maruti Wagon R Duo Lxi,2010,96160.43112,120000,90000,LPG,Individual,Manual,Second Owner
Hyundai i10 Era,2008,101088.849,125000,102000,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2013,137109.0551,160000,80000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,154381.7894,190000,5000,Petrol,Individual,Manual,First Owner
Tata Harrier XZ BSIV,2019,1385305.136,1700000,10000,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz,2011,201270.6386,250000,50000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,2019,446125.8129,500000,15000,Petrol,Individual,Manual,First Owner
Toyota Corolla Altis 1.8 J,2008,328969.6518,400000,35000,Petrol,Individual,Manual,Second Owner
Fiat Linea T Jet Plus,2011,418546.3356,500000,20000,Petrol,Individual,Manual,First Owner
Toyota Fortuner 4x2 AT,2014,1481651.774,1800000,99000,Diesel,Individual,Automatic,First Owner
Honda Civic 1.8 V MT,2008,276992.8961,320000,90000,Petrol,Individual,Manual,First Owner
Honda Civic 1.8 S AT,2007,211355.3195,250000,47000,Petrol,Dealer,Automatic,First Owner
Ford Figo Diesel Titanium,2010,89091.18902,105000,90000,Diesel,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 SX,2018,471821.3363,550000,20000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,2019,494801.5703,600000,1100,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 VXI,2020,173215.8914,210000,40000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,2012,178954.5521,210000,15000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2009,121389.0422,150000,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2008,110738.0016,125000,60000,Petrol,Individual,Manual,First Owner
Maruti Celerio VXI,2016,305476.9205,380000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2019,496575.8494,600000,5000,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2016,417089.172,490000,27000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire LDI,2018,475007.8536,545000,38000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2015,210075.7606,250000,25000,Petrol,Individual,Manual,First Owner
Hyundai Venue SX Opt Turbo BSIV,2020,881103.9871,1050000,1100,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2007,80483.06214,100000,100000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel ZXI,2014,222899.6241,250000,100000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LX BSIII,2007,82769.53667,100000,110000,Petrol,Individual,Manual,First Owner
Ford Figo 1.5D Ambiente ABS MT,2016,314426.0626,350000,60000,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ Plus,2012,321532.6593,370000,70000,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004,105631.7023,121000,110000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,500408.5446,570000,44077,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga SHVS VDI,2017,639498.0155,785000,24000,Diesel,Individual,Manual,First Owner
Maruti Ciaz S 1.3,2018,729127.7537,850000,30000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2016,302982.1568,375000,30000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Alpha 1.2,2017,526900.5329,619000,40000,Petrol,Individual,Manual,First Owner
Chevrolet Cruze LTZ,2011,296069.5937,335000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,441593.4554,500000,50000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX,2003,48391.10446,60000,100000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIV,2010,106351.8836,130000,50000,Petrol,Individual,Manual,Second Owner
Mahindra Ingenio CRDe,2015,173586.3162,210000,210000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,1527088.448,1900000,20000,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,2013,242810.4564,270000,70000,Diesel,Individual,Manual,Second Owner
